Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
240,Joe Dunand,26,MIA,11,.439,188,.333,.400,9.1%,27.3%,0.0%,85.9,28.6%,14.3%,14.3%,57.1%,0.17,57.1%,42.9%,0.0%,0.1,0.1%,0.3,33%,,0%,dunanjo01
241,Ezequiel Duran,23,TEX,220,.282,76,.295,.130,2.3%,24.6%,5.5%,85.9,32.2%,20.8%,50.0%,12.3%,1.00,18.2%,57.1%,24.7%,0.6,0.2%,-5.7,36%,80%,37%,duranez01
242,Jarren Duran,25,BOS,223,.299,79,.302,.142,1.4%,28.3%,6.3%,87.3,38.0%,16.9%,50.0%,24.6%,1.09,27.5%,53.5%,19.0%,-0.6,-0.2%,-6.2,33%,88%,35%,duranja01
243,Adam Duvall,33,ATL,315,.291,81,.278,.188,3.8%,32.1%,6.7%,88.3,41.0%,20.7%,29.3%,38.8%,0.41,33.5%,52.7%,13.8%,-0.2,-0.1%,1.2,36%,0%,50%,duvalad01
244,Nate Eaton,25,KCR,122,.333,98,.346,.123,0.8%,24.6%,8.2%,85.4,27.5%,31.3%,33.8%,27.5%,0.52,16.3%,63.8%,20.0%,-0.3,0.0%,2.3,33%,92%,73%,eatonna01
245,Tommy Edman,27,STL,630,.330,107,.308,.135,2.1%,17.6%,7.3%,88.4,38.1%,23.5%,48.9%,20.5%,0.97,29.7%,53.6%,16.7%,1.2,0.3%,6.4,43%,91%,57%,edmanto01
246,Drew Ellis,26,TOT,17,.220,33,.333,.063,0.0%,41.2%,5.9%,88.4,33.3%,44.4%,44.4%,11.1%,0.80,33.3%,66.7%,0.0%,-0.3,-0.1%,-1.1,50%,,,ellisdr01
247,Drew Ellis,26,ARI,14,.203,20,.286,.077,0.0%,42.9%,7.1%,92.1,42.9%,42.9%,42.9%,14.3%,0.75,28.6%,71.4%,0.0%,-0.2,-0.1%,-0.8,67%,,,ellisdr01
248,Drew Ellis,26,SEA,3,.299,96,.500,.000,0.0%,33.3%,0.0%,75.5,0.0%,50.0%,50.0%,0.0%,1.00,50.0%,50.0%,0.0%,-0.1,0.0%,-0.3,0%,,,ellisdr01
249,Jerar Encarnacion,24,MIA,81,.252,50,.256,.156,3.7%,39.5%,3.7%,90.5,41.3%,21.7%,50.0%,26.1%,1.00,23.9%,52.2%,23.9%,-0.2,0.0%,-3.1,27%,100%,75%,encarje01
250,Adam Engel,30,CHW,260,.267,61,.317,.086,0.8%,29.2%,4.2%,87.6,33.3%,27.8%,38.5%,23.7%,0.63,29.6%,47.3%,23.1%,-0.1,0.0%,-6.7,35%,75%,41%,engelad01
251,Alcides Escobar,35,WSN,131,.247,58,.293,.065,0.0%,24.4%,3.8%,81.8,17.4%,30.4%,37.0%,20.7%,0.60,13.0%,60.9%,26.1%,-0.2,-0.1%,-4.9,32%,50%,39%,escobal02
252,Eduardo Escobar,33,NYM,542,.310,101,.281,.190,3.7%,23.8%,7.4%,88.3,37.7%,26.9%,30.9%,32.8%,0.45,33.6%,52.4%,14.0%,-0.4,0.2%,-10.8,27%,0%,40%,escobed01
253,Santiago Espinal,27,TOR,491,.303,95,.300,.102,1.4%,13.9%,7.3%,85.7,31.7%,26.8%,42.9%,19.2%,0.76,26.5%,54.5%,19.0%,-1.2,-0.6%,-6.0,29%,50%,42%,espinsa01
254,Thairo Estrada,26,SFG,541,.334,109,.290,.139,2.6%,16.5%,6.1%,85.0,31.3%,20.7%,49.6%,20.5%,1.03,27.7%,53.8%,18.5%,2.3,0.3%,8.5,35%,78%,36%,estrath01
255,Stuart Fairchild,26,TOT,110,.346,119,.328,.216,4.6%,30.9%,7.3%,87.5,41.3%,15.9%,41.3%,33.3%,0.74,33.3%,46.0%,20.6%,-0.2,-0.1%,-3.1,24%,0%,33%,faircst01
256,Stuart Fairchild,26,TOT,107,.355,126,.333,.223,4.7%,29.9%,7.5%,87.6,41.9%,16.1%,40.3%,33.9%,0.71,32.3%,46.8%,21.0%,-0.2,-0.1%,-2.6,24%,0%,33%,faircst01
257,Stuart Fairchild,26,SEA,3,.000,-122,.000,.000,0.0%,66.7%,0.0%,84.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.5,,,,faircst01
258,Stuart Fairchild,26,SFG,8,.000,-128,.000,.000,0.0%,37.5%,0.0%,84.5,40.0%,0.0%,40.0%,60.0%,0.67,40.0%,40.0%,20.0%,-0.2,-0.1%,-2.7,,,,faircst01
259,Stuart Fairchild,26,CIN,99,.384,146,.365,.244,5.1%,29.3%,8.1%,87.8,42.1%,17.5%,40.4%,31.6%,0.72,31.6%,47.4%,21.1%,-0.1,0.0%,0.1,22%,0%,33%,faircst01
260,Kyle Farmer,31,CIN,583,.312,88,.286,.131,2.4%,17.0%,5.7%,85.3,33.8%,25.5%,44.8%,23.4%,0.82,29.7%,52.0%,18.4%,-1.1,-0.1%,-1.3,26%,57%,45%,farmeky01
261,Mario Feliciano,23,MIL,5,.319,103,.333,.000,0.0%,20.0%,20.0%,98.5,66.7%,66.7%,33.3%,0.0%,0.50,33.3%,33.3%,33.3%,0.0,0.0%,-0.1,0%,,,felicma01
262,Freddy Fermin,27,KCR,7,-.071,-129,.000,.000,0.0%,42.9%,0.0%,89.4,50.0%,0.0%,50.0%,25.0%,1.00,75.0%,25.0%,0.0%,-0.2,0.0%,-2.0,,0%,100%,fermifr01
263,David Fletcher,28,LAA,228,.280,73,.268,.079,0.9%,7.0%,3.1%,80.5,7.5%,31.7%,34.2%,20.3%,0.55,26.7%,50.0%,23.3%,-0.9,-0.4%,-6.7,28%,100%,25%,fletcda02
264,Wilmer Flores,30,SFG,602,.316,99,.246,.166,3.2%,17.1%,9.8%,87.8,35.4%,24.2%,34.7%,31.5%,0.53,31.5%,52.4%,16.1%,1.7,1.2%,13.9,31%,,24%,florewi01
265,Estevan Florial,24,NYY,35,.168,-16,.167,.000,0.0%,37.1%,8.6%,83.4,27.8%,16.7%,44.4%,11.1%,0.89,33.3%,44.4%,22.2%,-0.6,-0.4%,-3.2,44%,100%,67%,flories01
266,Mike Ford,29,TOT,149,.280,76,.273,.107,2.0%,26.9%,11.4%,88.7,33.0%,28.6%,33.0%,28.6%,0.49,39.6%,53.8%,6.6%,-0.6,0.0%,-4.3,14%,,7%,fordmi01
267,Mike Ford,29,TOT,137,.293,86,.291,.117,2.2%,27.7%,11.7%,88.3,34.1%,28.0%,32.9%,29.3%,0.49,37.8%,54.9%,7.3%,-0.6,0.0%,-4.5,15%,,7%,fordmi01
268,Mike Ford,29,TOT,12,.133,-34,.111,.000,0.0%,16.7%,8.3%,92.2,22.2%,33.3%,33.3%,22.2%,0.50,55.6%,44.4%,0.0%,0.0,0.0%,0.3,0%,,,fordmi01
269,Mike Ford,29,SFG,4,.225,34,.250,.000,0.0%,0.0%,0.0%,93.2,25.0%,25.0%,0.0%,50.0%,0.00,50.0%,50.0%,0.0%,0.0,0.0%,1.2,0%,,,fordmi01
270,Mike Ford,29,SEA,38,.289,88,.294,.034,0.0%,31.6%,21.1%,92.3,47.1%,17.6%,58.8%,5.9%,1.43,52.9%,47.1%,0.0%,0.1,0.0%,1.6,7%,,25%,fordmi01
271,Mike Ford,29,ATL,8,.087,-67,.000,.000,0.0%,25.0%,12.5%,91.4,20.0%,40.0%,60.0%,0.0%,1.50,60.0%,40.0%,0.0%,-0.1,-0.1%,-1.0,0%,,,fordmi01
272,Mike Ford,29,LAA,99,.295,85,.290,.143,3.0%,26.3%,8.1%,87.3,30.8%,30.8%,26.2%,35.4%,0.35,33.8%,56.9%,9.2%,-0.6,0.0%,-6.2,19%,,0%,fordmi01
273,Nick Fortes,25,MIA,240,.313,99,.252,.161,3.8%,18.8%,7.5%,89.2,38.2%,20.3%,39.5%,29.1%,0.65,27.3%,55.8%,16.9%,-0.4,0.1%,-7.7,48%,63%,52%,forteni01
274,Lucius Fox,24,WSN,28,.133,-43,.125,.000,0.0%,32.1%,3.6%,76.0,33.3%,5.6%,66.7%,16.7%,3.00,50.0%,33.3%,16.7%,-0.2,0.0%,-2.3,50%,100%,33%,foxlu01
275,Jake Fraley,27,CIN,247,.356,117,.289,.208,4.9%,21.9%,10.5%,85.1,27.8%,23.2%,43.3%,28.0%,0.76,37.2%,43.3%,19.5%,0.5,-0.2%,8.1,29%,80%,58%,fraleja01
276,Ty France,27,SEA,613,.345,129,.296,.162,3.3%,15.3%,5.7%,87.6,37.1%,25.5%,47.8%,21.2%,0.92,26.0%,51.5%,22.5%,1.7,1.1%,25.6,24%,,30%,francty01
277,Maikel Franco,29,WSN,388,.269,71,.262,.113,2.3%,19.3%,3.1%,87.0,34.8%,24.1%,44.5%,21.1%,0.80,34.1%,47.8%,18.1%,-1.7,-0.3%,-20.7,24%,100%,29%,francma02
278,Wander Franco,21,TBR,344,.334,116,.290,.140,1.7%,9.6%,7.6%,87.3,35.9%,29.1%,44.2%,18.2%,0.79,29.8%,52.3%,17.9%,0.6,-0.1%,5.0,37%,100%,47%,francwa01
279,Adam Frazier,30,SEA,602,.276,79,.268,.072,0.5%,12.1%,7.6%,84.5,24.5%,27.8%,40.4%,23.8%,0.69,30.3%,53.1%,16.5%,-2.7,-1.0%,-22.3,33%,65%,43%,fraziad01
280,Jackson Frazier,27,CHC,45,.331,106,.308,.081,0.0%,24.4%,15.6%,83.3,30.8%,19.2%,46.2%,19.2%,0.92,30.8%,57.7%,11.5%,0.0,0.0%,-1.0,22%,100%,0%,frazicl01
281,Freddie Freeman,32,LAD,708,.403,155,.359,.186,3.0%,14.4%,11.9%,91.3,48.1%,29.8%,38.9%,28.4%,0.64,30.0%,49.7%,20.3%,2.6,1.0%,56.0,36%,81%,42%,freemfr01
282,Tyler Freeman,23,CLE,86,.288,82,.284,.039,0.0%,12.8%,4.7%,85.9,27.7%,19.4%,52.2%,17.9%,1.09,13.4%,56.7%,29.9%,-0.2,-0.1%,-3.3,32%,100%,42%,freemty01
283,TJ Friedl,26,CIN,258,.324,94,.251,.196,3.1%,15.5%,7.8%,84.0,29.8%,20.4%,30.4%,32.5%,0.48,40.3%,43.5%,16.2%,0.3,-0.1%,-1.4,33%,78%,43%,friedtj01
284,Cam Gallagher,29,KCR,47,.286,76,.310,.119,0.0%,27.7%,6.4%,80.6,25.8%,19.4%,35.5%,29.0%,0.65,38.7%,48.4%,12.9%,0.3,0.1%,2.4,8%,,,gallaca01
285,Joey Gallo,28,TOT,410,.290,79,.219,.197,4.6%,39.8%,13.7%,89.1,50.5%,20.2%,27.1%,39.4%,0.38,47.6%,42.2%,10.2%,-1.7,-0.9%,-10.5,29%,100%,24%,gallojo01
286,Joey Gallo,28,NYY,273,.286,78,.217,.180,4.4%,38.8%,14.7%,88.0,48.0%,18.9%,26.0%,40.2%,0.35,51.6%,38.9%,9.5%,-1.7,-0.9%,-10.9,29%,100%,27%,gallojo01
287,Joey Gallo,28,LAD,137,.297,79,.222,.231,5.1%,41.6%,11.7%,91.2,55.7%,23.0%,29.5%,37.7%,0.43,39.3%,49.2%,11.5%,0.0,0.0%,0.4,29%,100%,14%,gallojo01
288,Ben Gamel,30,PIT,423,.314,97,.291,.137,2.1%,23.2%,11.4%,88.1,37.9%,26.3%,42.0%,25.9%,0.74,33.6%,48.9%,17.5%,0.8,0.4%,8.5,26%,83%,32%,gamelbe01
289,Adolis García,29,TEX,657,.331,110,.309,.207,4.1%,27.9%,6.1%,91.9,47.8%,24.5%,40.9%,25.2%,0.69,29.3%,52.5%,18.3%,2.6,0.7%,14.5,36%,81%,63%,garciad02
290,Aramis Garcia,29,CIN,115,.221,24,.301,.046,0.9%,29.6%,2.6%,86.0,36.8%,28.9%,34.2%,22.4%,0.54,21.3%,62.7%,16.0%,-1.3,-0.2%,-15.8,19%,0%,0%,garciar01
291,Avisaíl García,31,MIA,380,.269,65,.298,.092,2.1%,28.7%,4.5%,88.7,45.2%,19.6%,56.0%,22.0%,1.27,25.2%,56.8%,18.0%,-0.6,-0.8%,-21.5,25%,100%,34%,garciav01
292,Dermis Garcia,24,OAK,125,.297,93,.339,.181,4.0%,44.0%,6.4%,86.5,42.6%,18.0%,45.9%,26.2%,0.85,42.6%,49.2%,8.2%,-0.1,0.0%,3.3,29%,,18%,garcide02
293,Leury Garcia,31,CHW,315,.228,34,.255,.057,1.0%,20.6%,2.2%,86.0,35.7%,20.8%,51.7%,21.7%,1.11,27.5%,55.4%,17.1%,-2.4,-1.5%,-24.6,44%,100%,51%,garcile02
294,Luis García,22,WSN,377,.299,96,.337,.133,1.9%,22.3%,2.9%,86.9,36.7%,25.6%,51.6%,20.3%,1.08,27.4%,53.0%,19.6%,-0.9,0.0%,-6.6,21%,43%,40%,garcilu04
295,Maikel Garcia,22,KCR,23,.306,92,.412,.045,0.0%,21.7%,4.4%,85.9,29.4%,29.4%,52.9%,5.9%,1.13,17.6%,47.1%,35.3%,-0.3,0.0%,-1.6,13%,,0%,garcima01
296,Kyle Garlick,30,MIN,162,.334,118,.277,.200,5.6%,29.6%,4.9%,90.2,47.6%,22.3%,41.7%,29.1%,0.72,35.9%,46.6%,17.5%,-0.7,-0.2%,-1.0,37%,,50%,garliky01
297,Dustin Garneau,34,DET,11,.340,124,.500,.100,0.0%,36.4%,9.1%,89.5,16.7%,16.7%,0.0%,50.0%,0.00,33.3%,50.0%,16.7%,0.1,0.1%,0.5,25%,,100%,garnedu01
298,Stone Garrett,26,ARI,84,.371,140,.370,.263,4.8%,32.1%,3.6%,92.9,52.0%,22.0%,34.0%,32.0%,0.52,26.0%,50.0%,24.0%,0.5,0.0%,3.1,41%,75%,40%,garrest01
299,Mitch Garver,31,TEX,215,.323,108,.228,.197,4.7%,24.7%,10.7%,88.9,38.7%,21.2%,34.3%,38.0%,0.52,40.9%,43.8%,15.3%,-0.1,-0.1%,2.2,24%,50%,41%,garvemi01
300,Andrés Giménez,23,CLE,557,.373,142,.353,.169,3.1%,20.1%,6.1%,85.5,37.8%,24.4%,44.3%,19.4%,0.86,35.2%,48.4%,16.3%,4.3,2.4%,30.0,26%,87%,49%,gimenan01
301,José Godoy,27,TOT,22,.103,-53,.091,.000,0.0%,40.9%,9.1%,73.0,18.2%,27.3%,45.5%,9.1%,1.00,63.6%,27.3%,9.1%,-0.5,0.0%,-5.2,100%,,,godoyjo01
302,José Godoy,27,MIN,5,.275,75,.000,.000,0.0%,40.0%,40.0%,22.9,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.5,100%,,,godoyjo01
303,José Godoy,27,PIT,17,.053,-90,.100,.000,0.0%,41.2%,0.0%,78.0,20.0%,30.0%,50.0%,10.0%,1.00,70.0%,20.0%,10.0%,-0.4,0.0%,-4.7,100%,,,godoyjo01
304,Paul Goldschmidt,34,STL,651,.427,183,.368,.260,5.4%,21.7%,12.1%,90.7,47.5%,22.9%,40.8%,28.8%,0.69,24.3%,55.0%,20.8%,4.7,3.2%,69.1,31%,100%,45%,goldspa01
305,Yan Gomes,34,CHC,293,.282,74,.252,.130,2.7%,16.0%,2.7%,85.1,29.3%,26.8%,46.0%,21.3%,0.86,29.8%,54.0%,16.2%,-2.0,-0.5%,-17.8,22%,100%,25%,gomesya01
306,Erik González,30,MIA,41,.231,35,.280,.027,0.0%,29.3%,9.8%,82.1,20.0%,28.0%,56.0%,8.0%,1.40,20.0%,64.0%,16.0%,0.1,0.1%,-0.8,36%,100%,33%,gonzaer01
307,Luis González,26,SFG,350,.305,89,.316,.106,1.1%,21.4%,8.6%,84.3,32.0%,20.3%,42.7%,27.0%,0.82,24.9%,48.5%,26.6%,-0.3,0.3%,3.2,25%,83%,50%,gonzalu03
308,Marwin Gonzalez,33,NYY,207,.273,67,.222,.136,2.9%,26.1%,6.8%,86.7,37.3%,24.4%,35.6%,24.4%,0.57,38.5%,45.9%,15.6%,-1.6,-0.7%,-13.2,26%,100%,31%,gonzama01
309,Oscar Gonzalez,24,CLE,382,.347,128,.345,.166,2.9%,19.6%,3.9%,88.6,40.4%,26.6%,49.8%,18.3%,0.99,31.1%,53.3%,15.6%,0.8,0.6%,-0.4,25%,33%,35%,gonzaos01
310,Romy Gonzalez,25,CHW,109,.268,68,.354,.114,1.8%,35.8%,1.8%,90.4,50.0%,13.4%,56.7%,26.9%,1.36,19.4%,55.2%,25.4%,-0.8,-0.2%,-1.9,50%,0%,17%,gonzaro01
311,Niko Goodrum,30,HOU,45,.170,-9,.250,.047,0.0%,51.1%,4.4%,81.9,35.0%,30.0%,50.0%,20.0%,1.00,25.0%,55.0%,20.0%,-0.4,-0.2%,-5.2,29%,100%,,goodrni01
312,Nick Gordon,26,MIN,443,.326,113,.340,.156,2.0%,23.7%,4.3%,89.9,44.7%,25.6%,41.1%,29.8%,0.71,34.3%,51.1%,14.6%,-0.4,-0.2%,5.5,26%,60%,50%,gordoni01
313,Terrance Gore,31,NYM,8,.235,-48,.250,.000,0.0%,37.5%,0.0%,70.8,0.0%,20.0%,20.0%,20.0%,0.33,0.0%,60.0%,40.0%,0.2,0.2%,-0.3,17%,100%,,gorete01
314,Nolan Gorman,22,STL,313,.316,104,.301,.194,4.5%,32.9%,9.0%,89.2,43.3%,27.8%,27.2%,38.3%,0.37,31.7%,51.7%,16.7%,-0.2,0.2%,1.3,38%,100%,40%,gormano01
315,Phil Gosselin,33,TOT,77,.175,-2,.220,.027,0.0%,31.2%,2.6%,86.4,36.0%,20.0%,44.0%,26.0%,0.79,16.0%,56.0%,28.0%,-0.7,-0.2%,-9.4,35%,,43%,gosseph01
316,Phil Gosselin,33,ATL,24,.250,50,.353,.000,0.0%,25.0%,4.2%,87.0,41.2%,29.4%,47.1%,23.5%,0.89,17.6%,35.3%,47.1%,-0.3,-0.2%,-2.6,40%,,50%,gosseph01
317,Phil Gosselin,33,LAA,53,.142,-26,.152,.039,0.0%,34.0%,1.9%,86.1,33.3%,15.2%,42.4%,27.3%,0.74,15.2%,66.7%,18.2%,-0.5,0.0%,-6.9,29%,,33%,gosseph01
318,Yasmani Grandal,33,CHW,376,.266,63,.249,.067,1.3%,21.0%,12.0%,90.0,40.0%,27.2%,43.6%,22.0%,0.77,28.4%,48.8%,22.8%,-1.4,-0.8%,-15.8,9%,100%,8%,grandya01
319,Riley Greene,21,DET,418,.299,98,.354,.109,1.2%,28.7%,8.6%,89.5,45.5%,22.4%,56.8%,19.3%,1.31,29.0%,53.7%,17.4%,0.8,0.0%,5.2,32%,20%,38%,greenri03
320,Didi Gregorius,32,PHI,232,.260,58,.246,.093,0.4%,15.5%,5.6%,84.1,22.9%,22.8%,40.6%,26.7%,0.70,30.0%,51.7%,18.3%,-0.5,-0.4%,-6.1,27%,100%,43%,gregodi01
321,Grayson Greiner,29,ARI,8,.286,79,.333,.000,0.0%,37.5%,25.0%,89.7,33.3%,0.0%,66.7%,33.3%,2.00,33.3%,33.3%,33.3%,0.0,0.0%,-0.9,0%,,,greingr01
322,Randal Grichuk,30,COL,538,.318,88,.309,.166,3.5%,23.6%,4.5%,90.0,43.9%,18.1%,50.4%,26.0%,1.02,24.4%,53.8%,21.8%,-0.8,-0.2%,-3.6,29%,100%,49%,grichra01
323,Trent Grisham,25,SDP,524,.284,83,.231,.157,3.2%,28.6%,10.9%,84.5,35.6%,14.5%,40.0%,30.0%,0.75,36.8%,47.1%,16.1%,-1.0,-0.4%,-8.1,31%,88%,58%,grishtr01
324,Vaughn Grissom,21,ATL,156,.345,117,.350,.149,3.2%,21.8%,7.1%,84.6,34.3%,27.8%,44.4%,24.1%,0.80,36.1%,42.6%,21.3%,0.3,0.0%,0.5,38%,71%,63%,grissva01
325,Jordan Groshans,22,MIA,65,.279,74,.319,.049,1.5%,20.0%,6.2%,87.1,37.5%,25.0%,47.9%,25.0%,0.92,16.7%,60.4%,22.9%,-0.6,0.0%,-5.0,42%,,25%,groshjo01
326,Robbie Grossman,32,TOT,477,.292,85,.283,.102,1.5%,27.0%,11.7%,86.5,30.4%,27.6%,31.5%,32.2%,0.46,36.0%,49.0%,15.0%,0.6,0.5%,1.4,23%,75%,46%,grossro01
327,Robbie Grossman,32,DET,320,.284,82,.293,.077,0.6%,28.1%,11.9%,86.5,32.8%,27.4%,32.8%,32.3%,0.49,36.0%,47.8%,16.1%,-0.3,-0.1%,-1.4,22%,75%,44%,grossro01
328,Robbie Grossman,32,ATL,157,.308,91,.263,.152,3.2%,24.8%,11.5%,86.4,26.0%,28.0%,29.0%,32.0%,0.41,36.0%,51.0%,13.0%,0.9,0.6%,2.8,26%,75%,50%,grossro01
329,Vladimir Guerrero Jr.,23,TOR,706,.357,132,.289,.205,4.5%,16.4%,8.2%,92.8,50.9%,24.5%,52.3%,17.1%,1.10,28.1%,54.6%,17.3%,2.1,1.0%,20.0,28%,73%,41%,guerrvl02
330,Luis Guillorme,27,NYM,335,.316,103,.317,.067,0.6%,13.7%,10.2%,84.9,24.9%,27.3%,54.5%,14.6%,1.28,20.9%,60.1%,19.0%,-1.1,-0.8%,-11.8,27%,100%,36%,guilllu01
331,Lourdes Gurriel Jr.,28,TOR,493,.329,114,.346,.108,1.0%,16.8%,6.3%,90.6,45.7%,26.3%,45.7%,22.0%,0.84,25.3%,51.3%,23.4%,0.3,0.1%,7.2,29%,43%,36%,gurrilo01
332,Yuli Gurriel,38,HOU,584,.293,82,.266,.117,1.4%,12.5%,5.1%,88.2,35.8%,23.8%,41.7%,24.6%,0.71,24.4%,52.2%,23.4%,-1.7,-1.2%,-17.3,28%,100%,30%,gourryu01
